"","cnsm_id","zip5","user_id","hhincome","dwelling","prkids","home_own_rent","marital_stat","online_dols","match_level","life_stage","age","educ"
"2299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2300","oy44565",19380,18937588,NA,"M","","","","","1","Y",24,1
"2301","ty26665",6877,13343130,1,"S","N","O","M","C","3","M",38,2
"2302","uy40477",8816,17703276,NA,"S","","O","","","3","F",30,1
"2303","ny40443",10021,18000662,NA,"","","","","","","Y",NA,NA
"2304","ly44336",20872,18884430,8,"S","Y","O","M","","2","F",46,3
"2305","ry27021",10301,13003672,6,"S","","O","S","H","1","M",30,1
"2306","hy42908",20002,18590403,NA,"","","","","","","M",NA,NA
"2307","jy20315",1569,12178236,5,"S","N","O","M","H","1","F",50,1
"2308","ly47580",2148,19424972,NA,"M","","","","C","1","Y",NA,NA
"2309","my26762",22310,13499860,NA,"M","","","B","F","1","Y",42,NA
"2310","gy32091",10001,14999736,NA,"","","","","","","Y",NA,NA
"2311","oy20135",2446,12141696,12,"M","N","O","M","","4","Y",68,3
"2312","bx52349",6804,3972737,NA,"S","","","","","3","M",84,2
"2313","ky44351",60118,18888396,NA,"","","","","","","M",NA,NA
"2314","rx81938",10469,7659530,12,"S","N","O","S","H","1","",62,1
"2315","uy44051",1001,18841737,11,"S","","O","S","A","1","F",50,1
"2316","uy46379",2115,19247449,6,"S","N","O","M","E","1","F",18,NA
"2317","vx59908",60016,4836856,NA,"M","","","S","","2","M",48,NA
"2318","jy36056",8723,15838560,NA,"","","","","","","Y",NA,NA
"2319","hy29142",60611,14247862,NA,"","","","","","","M",NA,NA
"2320","cy44941",11563,17326476,8,"S","Y","O","M","H","2","Y",52,2
"2321","ky51051",2135,20175136,5,"S","","O","S","","3","F",42,1
"2322","ty34664",60102,15513736,11,"S","Y","O","","F","2","F",NA,NA
"2323","ox64233",6109,5508760,4,"S","N","O","S","B","1","M",52,2
"2324","zy28027",1754,11484948,NA,"S","","","B","","3","Y",26,2
"2325","xx73312",2481,6551560,NA,"","","","","","","Y",NA,NA
"2326","zy39397",20003,17754288,11,"S","N","O","S","H","1","M",46,2
"2327","vy34015",60660,15383356,6,"M","","O","A","A","2","F",38,NA
"2328","qx73412",60610,6549049,11,"M","","O","M","","3","Y",NA,NA
"2329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2330","ry30692",11211,14666276,NA,"","","","","","","",NA,NA
"2331","qy33307",19103,15251048,12,"M","N","O","M","G","1","M",74,2
"2332","ly44092",21237,18849876,12,"S","Y","O","A","F","3","F",62,3
"2333","sy36596",20852,15978203,12,"S","Y","O","M","H","3","Y",70,1
"2334","hy51925",20005,20395596,NA,"","","","","","","Y",NA,NA
"2335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2337","uy16432",8753,11291603,NA,"","","","","","","M",NA,NA
"2338","bx73449",6475,6562596,NA,"","","","","","","Y",NA,NA
"2339","gy20197",12603,12154572,NA,"","","","","","","Y",NA,NA
"2340","hy29425",10013,13845862,NA,"M","","","","","3","F",80,NA
"2341","fx32357",60202,2563872,9,"S","Y","O","S","I","1","M",58,NA
"2342","py36443",2453,15866270,NA,"","","","","","","Y",NA,NA
"2343","ex56929",7470,4655676,NA,"","","","","","","F",NA,NA
"2344","jy32085",6074,14983956,NA,"","","","","","","Y",NA,NA
"2345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2346","cy41041",2132,18133588,NA,"","","","","","","M",NA,NA
"2347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348","dx79179",11375,7210772,NA,"","","","","","","",NA,NA
"2349","dy30432",1566,14588748,NA,"","","","","","","",NA,NA
"2350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351","ix74692",6419,6710949,11,"S","Y","O","S","F","1","F",54,3
"2352","vy24638",60615,12964562,NA,"","","","","","","",NA,NA
"2353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2354","tx80742",2138,7494360,7,"M","","","B","H","3","Y",32,1
"2355","py25975",12533,10768356,5,"S","","O","S","","1","F",28,1
"2356","gy28063",60610,13934403,9,"M","Y","O","S","C","3","Y",38,1
"2357","ky52131",1748,20442737,1,"S","Y","O","M","E","2","F",72,2
"2358","ay37113",7023,16646762,NA,"S","","O","M","E","1","M",NA,NA
"2359","vy25251",20723,11476996,NA,"M","","","","","3","Y",NA,NA
"2360","my26237",21144,13329676,NA,"","","","","","","",NA,NA
"2361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362","wy44016",6231,18796048,8,"S","N","O","M","G","1","M",72,1
"2363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364","ry39853",11937,17747130,NA,"","","","","","","M",NA,NA
"2365","ey43562",6512,18731862,5,"S","","O","S","B","1","Y",32,2
"2366","ry46335",6776,19242949,10,"S","Y","O","M","","3","Y",30,NA
"2367","jy31628",20740,14890396,NA,"","","","","","","",NA,NA
"2368","ky39776",19454,17849737,5,"S","N","O","S","H","2","M",68,1
"2369","by47418",20002,19404562,NA,"M","","","","","5","F",20,NA
"2370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371","gy38397",60190,17487436,NA,"","","","","","","",NA,NA
"2372","cy17770",1702,11653176,9,"S","Y","O","M","E","3","F",64,3
"2373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2374","ly50941",2852,20152772,8,"S","","O","M","F","1","Y",60,3
"2375","ix88714",20715,8606888,8,"S","","O","S","H","1","Y",32,1
"2376","iy23835",2474,12823896,7,"S","N","R","S","E","1","F",38,3
"2377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378","uy31237",20011,14784630,NA,"","","","","","","Y",NA,NA
"2379","ry50541",6776,20039896,NA,"M","","O","","E","1","Y",NA,NA
"2380","qy49267",2048,19437588,12,"S","Y","O","M","E","1","F",52,2
"2381","ay47477",60143,19410360,NA,"","","","","","","",NA,NA
"2382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383","py39512",8759,17778349,2,"M","Y","O","S","","1","M",78,2
"2384","gy18966",2809,11889803,NA,"","","","","","","",NA,NA
"2385","iy42742",60615,18538296,NA,"","","","","","","Y",NA,NA
"2386","my19948",60084,12103348,NA,"","","","","","","Y",NA,NA
"2387","ny31741",22180,14910470,11,"S","Y","O","A","G","1","M",32,3
"2388","cy52190",19079,20450672,NA,"S","","","M","H","1","F",54,2
"2389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390","ny39372",2911,17748488,NA,"M","","","B","","1","M",54,NA
"2391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392","ay31018",10464,14738249,NA,"S","","","","","2","",NA,NA
"2393","ey46272",7069,19233070,8,"S","N","O","M","E","1","M",78,NA
"2394","ry41510",19146,18213649,NA,"","","","","","","M",NA,NA
"2395","uy34605",1501,15321662,NA,"","","","","","","M",NA,NA
"2396","py44491",60611,18924949,3,"S","N","O","M","E","1","F",80,2
"2397","zy39007",6824,17657172,NA,"S","","O","","F","1","Y",32,NA
"2398","dy40228",2472,17949448,NA,"","","","","","","F",NA,NA
"2399","ty38060",11933,17345037,11,"S","Y","O","M","E","1","Y",38,3
"2400","yy41255",60638,18168896,5,"S","N","O","M","","3","F",48,1
"2401","iy35929",2180,15808336,NA,"","","","","","","",NA,NA
"2402","xy22591",2332,12612030,NA,"","","","","","","",NA,NA
"2403","my28775",11743,14133988,12,"S","Y","O","M","F","2","Y",86,2
"2404","jy27106",20002,12178436,5,"S","","O","S","F","1","M",36,2
"2405","uy35542",6855,15670876,13,"S","N","O","M","","2","M",48,3
"2406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","fy46593",11705,18222772,5,"S","Y","O","M","E","1","F",34,1
"2408","my39192",60088,17694948,12,"S","Y","O","M","G","1","Y",44,NA
"2409","ry39091",60634,17669336,7,"S","N","O","M","E","1","M",54,1
"2410","gy38305",1930,17460430,NA,"S","","","","","3","M",NA,NA
"2411","xy16497",21210,10586856,10,"S","Y","O","S","H","1","Y",34,1
"2412","ly39583",1778,17773530,13,"S","Y","O","M","F","1","Y",34,3
"2413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","ty42140",22201,18358288,13,"M","","O","M","F","1","Y",34,3
"2416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","my25766",11694,13228549,NA,"","","","","","","",NA,NA
"2418","qy47607",2889,19435256,4,"M","N","O","M","D","1","M",68,4
"2419","iy30053",21043,14531988,4,"S","","O","S","F","3","Y",38,NA
"2420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421","sy24891",20008,13015876,NA,"","","","","","","Y",NA,NA
"2422","wy45873",19406,19166072,10,"S","Y","O","M","G","1","Y",40,2
"2423","wy37142",22209,17049988,5,"S","Y","O","M","F","2","M",50,NA
"2424","uy46613",20006,19203856,NA,"S","","O","M","","2","M",52,2
"2425","ly35242",21401,15620362,NA,"","","","","","","M",NA,NA
"2426","my25407",11580,13107803,11,"M","N","O","S","","4","Y",58,2
"2427","ny27451",11693,13700198,3,"M","N","O","M","F","1","M",64,NA
"2428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","sy33337",2127,14754396,NA,"","","","","","","M",NA,NA
"2430","ey38136",10036,17408572,NA,"","","","","","","",NA,NA
"2431","vx97085",2115,10851549,NA,"","","","","","","",NA,NA
"2432","ty35492",2129,14968276,NA,"","","","","","","",NA,NA
"2433","cx94899",6903,10464236,NA,"","","","","","","",NA,NA
"2434","vy50120",8618,19924662,NA,"","","","B","B","2","",NA,NA
"2435","ix82535",22101,7736649,12,"S","Y","O","M","F","2","Y",22,NA
"2436","yx77429",2760,7054672,8,"S","Y","O","S","C","1","F",34,2
"2437","qy48171",10040,19439537,4,"M","Y","O","S","F","1","M",60,3
"2438","iy25922",7205,13268962,9,"S","N","O","M","","1","F",68,1
"2439","ux98144",8723,11066472,NA,"","","","","","","",NA,NA
"2440","oy28611",20002,14047236,NA,"","","","","","","",NA,NA
"2441","py39456",11554,17767430,11,"S","","O","M","B","1","M",78,2
"2442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","qx70364",60640,6220237,NA,"M","Y","O","M","A","1","F",28,NA
"2445","dy24610",20008,12952630,12,"S","","O","M","F","1","Y",62,2
"2446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447","my35848",20009,15755570,NA,"","","","","","","Y",NA,NA
"2448","ky33496",6716,15223248,12,"S","Y","O","M","F","2","M",38,3
"2449","gy36857",2467,16048172,13,"S","N","O","M","","1","F",22,NA
"2450","oy41940",11375,9370388,11,"S","N","O","M","H","1","F",68,NA
"2451","ay45053",11771,18901049,7,"S","N","O","M","G","1","Y",52,1
"2452","xy48701",21229,12666976,5,"S","","O","","I","1","F",42,2
"2453","sy38045",1749,17396160,5,"S","Y","O","M","","1","F",54,2
"2454","ey46375",7092,19240262,NA,"","","","","","","",NA,NA
"2455","px96185",11710,10680937,11,"S","N","O","M","D","1","M",52,1
"2456","iy30030",10036,14526503,12,"S","Y","O","M","E","1","F",52,3
"2457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458","hy21266",2025,12389256,NA,"","","","","","","F",NA,NA
"2459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460","qy42292",2360,18427648,NA,"","","","","","","F",NA,NA
"2461","gy33435",60645,14655796,11,"S","Y","O","M","E","3","Y",52,3
"2462","hy38907",19106,17631276,4,"M","Y","","S","","4","Y",30,1
"2463","fy35928",2813,15806256,7,"S","Y","O","M","","1","Y",30,1
"2464","by35745",20715,15314849,12,"S","N","O","M","C","1","F",40,3
"2465","fy22541",6831,12606396,NA,"","","","","","","M",NA,NA
"2466","ax77584",20011,7078703,8,"S","","O","S","H","2","M",36,3
"2467","hy33567",20860,15312170,5,"S","","O","M","C","2","M",92,1
"2468","ny49806",1752,19859262,8,"S","Y","O","M","H","2","Y",48,2
"2469","ix89159",2111,8673856,8,"M","","","S","","3","Y",52,NA
"2470","ay32901",10075,15164956,NA,"","","","","","","Y",NA,NA
"2471","wy36141",11010,15461462,NA,"","","","","","","",NA,NA
"2472","bx85469",7760,8087796,NA,"S","","O","M","","3","Y",36,NA
"2473","ox59369",20814,4910570,12,"S","Y","O","M","J","1","Y",50,1
"2474","cy25940",1748,13266303,NA,"S","","O","M","G","1","F",38,2
"2475","qy35101",20017,15591670,NA,"","","","","","","Y",NA,NA
"2476","zy29935",2807,14490996,NA,"","","","","","","",NA,NA
"2477","ix76898",20841,6986160,12,"S","Y","O","M","H","3","F",42,3
"2478","wy31015",2114,14481972,12,"S","N","O","A","A","1","F",54,3
"2479","by29037",20009,10426030,NA,"","","","","","","Y",NA,NA
"2480","ex94119",21234,10267696,NA,"","","","","","","",NA,NA
"2481","wx38871",6371,2977888,7,"S","N","O","M","H","1","M",66,3
"2482","ry26750",6037,13408962,7,"S","N","O","M","E","1","Y",42,2
"2483","ry44210",22304,18863436,NA,"M","","","","","3","Y",NA,NA
"2484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2485","xy52300",11742,14089872,NA,"","","","","","","",NA,NA
"2486","oy51686",11050,18877596,12,"S","N","O","","","1","M",88,NA
"2487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488","hy42665",10583,18166688,NA,"","","","","","","F",NA,NA
"2489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2490","hy30785",22202,14687960,NA,"M","","","B","E","5","Y",30,NA
"2491","qy51665",20008,20281876,NA,"","","","","","","Y",NA,NA
"2492","py50842",10304,20122703,3,"S","Y","","S","","1","M",28,NA
"2493","qy46534",60004,19271403,NA,"","","","","","","",NA,NA
"2494","my38207",19014,17438903,NA,"","","","","","","M",NA,NA
"2495","my28187",21043,13966898,NA,"","","","","","","",NA,NA
"2496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2497","dy20905",1541,12284330,8,"S","Y","O","M","H","1","Y",50,1
"2498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2499","zy38220",8534,17383837,NA,"M","","","B","A","3","M",64,1
"2500","jy21522",8831,12381688,3,"S","N","O","S","","1","M",80,2
"2501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2502","iy41295",11954,18167696,9,"S","N","O","M","G","2","Y",70,2
"2503","gy32481",1876,15078056,7,"S","Y","O","M","E","1","F",70,1
"2504","gy41257",2141,18170530,NA,"","","","","","","",NA,NA
"2505","bx76729",2125,6966037,NA,"","","","","","","Y",NA,NA
"2506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2507","sy20060",2142,12127636,NA,"","","","","","","Y",NA,NA
"2508","ky36098",60602,15836172,NA,"M","","","B","","1","Y",26,NA
"2509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2510","oy34317",11757,15443930,8,"S","Y","O","M","B","1","Y",58,1
"2511","by29941",20814,14488288,NA,"","","","","","","Y",NA,NA
"2512","ty47301",2886,19387649,NA,"S","","","B","E","1","Y",28,NA
"2513","my21570",2906,12441572,NA,"S","Y","O","","","3","M",58,NA
"2514","zx86081",6340,7191862,4,"M","Y","O","S","C","1","F",46,NA
"2515","fy51337",21046,20252556,NA,"","","","","","","",NA,NA
"2516","ay32098",20002,15001436,NA,"","","","","","","Y",NA,NA
"2517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2518","zy33169",11803,15227160,13,"S","Y","O","A","E","1","M",42,3
"2519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2521","vy36536",20019,15951449,NA,"","","","","","","M",NA,NA
"2522","ly35991",1027,15468603,6,"S","N","O","M","H","1","M",74,1
"2523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2524","bx69118",10541,6025770,12,"S","Y","O","M","F","1","F",48,3
"2525","vy30436",1757,14605749,11,"S","N","O","S","H","3","Y",64,2
"2526","wx66557",12570,5795737,13,"S","N","O","M","H","1","F",36,1
"2527","nx75983",20853,6872572,11,"S","Y","O","M","G","1","M",34,1
"2528","ky27372",20902,9817336,9,"S","Y","O","M","F","2","F",60,2
"2529","ix76145",2910,6888098,NA,"","","","","","","",NA,NA
"2530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531","rx43205",60564,2509388,12,"S","Y","O","M","G","1","F",46,2
"2532","xy50246",60527,19906670,2,"M","","","S","B","1","F",62,NA
"2533","ex84686",20011,7989030,NA,"","","","","","","M",NA,NA
"2534","iy41640",60657,18238188,NA,"","","","","","","",NA,NA
"2535","yx26890",20850,2214530,11,"S","Y","O","M","I","1","F",42,3
"2536","ly37439",20008,17241530,NA,"M","","","","F","1","Y",NA,NA
"2537","oy26953",2139,13540737,NA,"","","","","","","",NA,NA
"2538","wy40203",1748,17888830,7,"S","","R","S","H","1","F",46,NA
"2539","py41190",7201,18132262,6,"S","N","O","S","","1","Y",32,NA
"2540","ey40010",8742,17840830,11,"S","Y","O","M","I","1","F",38,3
"2541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2542","fx19415",60148,1919788,NA,"","","","","","","",NA,NA
"2543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2544","ty21858",1945,12485848,NA,"","","","","","","Y",NA,NA
"2545","my46952",20706,19040972,5,"S","Y","O","A","","1","F",44,1
"2546","tx82198",7702,6246037,13,"S","Y","O","M","D","1","F",44,3
"2547","mx60876",7043,5099848,NA,"","","","","","","Y",NA,NA
"2548","ay45288",60517,19041788,NA,"M","Y","","M","B","3","Y",26,NA
"2549","fx73863",7960,6610656,NA,"","","","","","","M",NA,NA
"2550","fy48040",10027,19375037,NA,"","","","","","","",NA,NA
"2551","jy22639",10305,12622388,8,"S","N","","A","H","1","Y",42,2
"2552","cy41567",10025,18122396,13,"M","","","B","H","3","M",46,NA
"2553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2554","tx59227",2025,4798288,NA,"","","","","","","",NA,NA
"2555","my38551",22302,17528048,NA,"","","","","","","",NA,NA
"2556","dx95559",11756,8212848,8,"S","Y","O","M","E","1","M",48,1
"2557","kx52035",6830,4030536,NA,"","","","","","","Y",NA,NA
"2558","mx98710",1605,11195948,NA,"M","","","S","A","1","Y",26,NA
"2559","hy44986",11740,19010798,12,"S","Y","O","M","B","1","F",72,1
"2560","ly35958",60515,15810860,6,"M","Y","O","M","","1","M",58,2
"2561","fy30686",7047,14664188,6,"M","Y","O","S","","1","F",NA,NA
"2562","py46587",2359,19284962,NA,"","","","","","","F",NA,NA
"2563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2564","cy26375",7631,13377030,NA,"S","Y","O","M","E","1","Y",36,1
"2565","jy28010",2360,13772149,7,"S","N","O","M","E","1","F",62,2
"2566","ly21542",60613,12430930,NA,"","","","","","","",NA,NA
"2567","hx87362",60657,8388672,12,"S","N","O","M","I","1","Y",36,NA
"2568","oy28941",53143,14174262,4,"S","N","O","M","","2","M",78,2
"2569","ny48379",21211,15904437,NA,"","","","","","","F",NA,NA
"2570","ty36111",11554,15845836,1,"S","N","O","S","B","1","M",46,NA
"2571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2572","gy46653",60611,19282060,11,"M","","","M","B","3","Y",40,2
"2573","ty29858",10801,14473996,NA,"S","Y","O","","","2","M",66,NA
"2574","by35305",19465,15628936,11,"S","Y","O","M","E","1","F",34,2
"2575","dy51248",6612,20229796,NA,"","","","","","","M",NA,NA
"2576","sy24659",11422,12901537,NA,"","","","","","","",NA,NA
"2577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2578","ny39668",10018,17773176,NA,"","","","","","","Y",NA,NA
"2579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2580","wy20780",22079,12284196,NA,"M","","O","B","","3","Y",38,2
"2581","ny47800",11971,19471648,3,"S","","O","M","D","1","M",76,1
"2582","yy34597",8844,15507660,8,"S","Y","O","S","H","1","F",44,2
"2583","py29966",11757,14500748,9,"S","Y","O","M","E","1","F",42,3
"2584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2585","ty16035",11768,11210098,NA,"","","","","","","",NA,NA
"2586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2587","qy39140",2176,17686503,12,"S","Y","O","M","G","1","M",54,1
"2588","wy42465",6804,18469260,11,"S","","O","S","B","1","F",32,2
"2589","hy16336",20018,11287356,9,"S","Y","O","M","","3","M",46,3
"2590","by44438",20910,18910160,NA,"","","","","","","",NA,NA
"2591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593","ay51582",11364,20314662,8,"S","","O","S","F","1","M",32,1
"2594",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2596","jy30341",11768,14580330,12,"S","N","O","M","H","1","F",42,2
"2597","ex39310",60655,3012688,NA,"","","","","","","F",NA,NA
"2598","iy34885",20018,15487796,NA,"S","","","","","2","F",26,NA
"2599","sx81849",60022,7651776,10,"S","Y","O","S","H","1","F",40,1
"2600","yy43660",11725,18760462,12,"S","N","O","M","C","1","F",60,1
"2601","zy38131",11757,17418688,10,"S","Y","O","S","H","1","Y",68,1
"2602","wy45406",60657,19099898,NA,"","","","","","","",NA,NA
"2603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604","vy29342",8008,14334037,11,"S","N","O","M","G","1","Y",68,3
"2605","lx77227",21209,7032036,11,"S","N","O","S","H","1","Y",64,NA
"2606","wy41655",19018,15303248,NA,"","","","","","","",NA,NA
"2607","ay46067",22101,19199030,NA,"","","","","","","",NA,NA
"2608","yy44593",60090,18948237,11,"S","N","O","M","","2","Y",46,2
"2609","ky24432",60130,12926260,11,"S","N","O","M","","1","Y",40,3
"2610","zy26155",46062,13320798,13,"S","","O","M","","3","Y",54,2
"2611","hx68127",60478,5959437,NA,"","","","","","","",NA,NA
"2612","yy22225",60015,12557248,12,"S","N","O","M","H","1","M",62,2
"2613","ny35840",1960,15746649,NA,"","","","","","","",NA,NA
"2614","vy27086",6525,13566030,NA,"","","","","","","",NA,NA
"2615","fy27087",7728,13577803,NA,"","","","","","","",NA,NA
"2616","ny23215",11967,12714070,8,"S","","O","M","B","1","M",68,2
"2617","qy40460",11729,18004549,12,"S","Y","O","M","G","1","F",52,1
"2618","ty46180",6441,19211849,10,"S","","O","S","","1","Y",34,NA
"2619","ox91139",20874,8966196,NA,"","","","","","","Y",NA,NA
"2620","bx49011",11572,3779148,8,"S","N","O","M","","3","M",48,3
"2621","ty39102",19116,17662698,8,"S","Y","O","M","F","1","M",42,2
"2622","my46662",60613,18884760,NA,"M","","","B","C","3","Y",26,NA
"2623","ly47893",11766,19482070,11,"S","Y","O","M","G","1","F",48,1
"2624","ty39032",2809,17663376,NA,"","","","","","","F",NA,NA
"2625","py30642",60613,14651849,12,"S","Y","O","M","H","1","F",44,NA
"2626","ox92124",20902,9705662,7,"S","","O","S","","3","M",50,2
"2627","cy44506",2180,18768360,NA,"","","","","","","Y",NA,NA
"2628","gx89524",53220,8717049,NA,"","","","","","","",NA,NA
"2629","py29871",6112,11384749,4,"S","Y","","M","","1","M",24,NA
"2630","iy48256",2118,19538398,NA,"S","","","","D","5","Y",NA,NA
"2631","vy43157",60451,18652576,7,"S","Y","O","M","G","1","F",34,1
"2632","nx33045",6824,2611498,13,"S","Y","O","M","G","1","M",38,2
"2633","cx94263",60459,10334636,6,"S","","O","M","E","1","Y",64,1
"2634","ay41975",20850,18333398,NA,"","","","","","","Y",NA,NA
"2635","yy33543",21122,8296136,9,"S","Y","O","S","A","2","Y",30,1
"2636","ny43216",7512,18658749,1,"S","Y","O","S","E","1","M",40,2
"2637","ky46147",2382,19208598,NA,"","","","","","","",NA,NA
"2638","qy43344",8724,18691937,6,"S","N","O","M","F","1","F",56,1
"2639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2640","yy25013",6812,13019262,NA,"","","","","","","F",NA,NA
"2641","ay44586",60657,18944360,6,"M","","","","E","2","F",32,1
"2642","vx44711",7076,3362870,12,"S","Y","O","M","H","1","F",42,2
"2643","ty31545",2138,14867930,NA,"","","","","","","Y",NA,NA
"2644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2645","fy42505",1801,18481770,NA,"","","","","","","Y",NA,NA
"2646","py36980",10021,16068198,NA,"","","","","","","Y",NA,NA
"2647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648","ly41520",21228,18213660,5,"S","Y","O","M","F","1","F",52,1
"2649","hy51921",10309,20396670,7,"S","N","O","S","","2","M",72,1
"2650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2651","cy32975",7666,10293003,10,"S","Y","O","M","B","1","M",48,2
"2652","ay26042",10025,13297637,10,"S","Y","O","M","F","2","M",64,1
"2653","gy27898",2474,13885170,NA,"S","","","B","C","3","Y",NA,NA
"2654","by49818",21230,19861872,NA,"M","","","B","C","1","Y",28,2
"2655","ty50942",2062,20155670,NA,"","","","","","","",NA,NA
"2656","ry30205",2904,14557848,8,"S","Y","O","M","C","1","F",36,2
"2657","cy17710",8752,10907776,6,"S","Y","O","M","G","1","Y",66,1
"2658","hx12521",2351,1710388,12,"S","Y","O","M","G","2","F",38,3
"2659","ky50771",7026,20104962,6,"M","N","R","M","","1","M",72,2
"2660","ny49711",2169,19834136,NA,"M","","","B","E","2","Y",28,NA
"2661","cx93500",8844,10131062,8,"S","","O","S","G","1","Y",56,1
"2662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663","uy42838",60056,18575237,NA,"","","","","","","M",NA,NA
"2664","py34211",10701,15423830,NA,"","","","","","","Y",NA,NA
"2665","xx96048",6811,10659676,6,"M","Y","","S","F","1","Y",50,2
"2666","ay39800",6830,17845496,NA,"","","","","","","",NA,NA
"2667","ry28361",10024,14019988,NA,"","","","","","","M",NA,NA
"2668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2670","qy27635",20874,13764898,12,"S","N","O","","D","1","F",54,3
"2671","uy25750",8757,13217798,5,"S","Y","O","S","D","2","M",38,2
"2672","fy40044",1876,17912030,NA,"","","","","","","Y",NA,NA
