"","cnsm_id","zip5","user_id","hhincome","dwelling","prkids","home_own_rent","marital_stat","online_dols","match_level","life_stage","age","educ"
"1","gy29865",10312,14467049,12,"S","Y","O","M","G","1","F",40,1
"2","yz33357",6883,381136,12,"S","Y","O","M","I","1","F",48,1
"3","ny28065",60714,13929236,4,"M","N","O","M","A","4","M",78,1
"4","jy41027",10001,18126476,6,"S","N","O","M","H","1","M",28,NA
"5","qy18256",11743,11738188,8,"S","Y","O","M","F","1","F",36,1
"6","yy45055",6830,19026703,NA,"","","","","","","M",NA,NA
"7","dy38388",8724,17466788,NA,"","","","","","","Y",NA,NA
"8","ey34667",2169,15352056,NA,"","","","","","","",NA,NA
"9","ey49130",10573,19709256,NA,"","","","","","","",NA,NA
"10","yx69422",11590,6098570,NA,"","","","","","","",NA,NA
"11","ky23615",6896,12789662,10,"S","Y","O","M","I","1","F",42,2
"12","wy35088",11542,15530362,9,"M","Y","O","S","","4","Y",40,3
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","wy25921",1610,13267288,12,"S","N","O","M","I","1","F",56,3
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","my17418",6853,11589170,NA,"S","","","","","3","M",70,NA
"18","ex81585",11432,7623696,NA,"","","","","","","Y",NA,NA
"19","ny18310",20874,11752936,6,"M","","O","M","H","2","Y",72,2
"20","ky41916",8901,18214260,NA,"M","","","","A","3","",NA,NA
"21","nx79629",11572,7320672,12,"S","Y","O","M","H","1","F",44,3
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","by34167",19130,15414476,1,"M","","R","S","A","1","Y",32,1
"24","py22682",11694,12126303,NA,"","","","","","","",NA,NA
"25","gy44487",7981,18921698,NA,"S","","O","M","D","1","M",32,3
"26","fy38505",19064,17510776,13,"S","N","O","M","F","1","M",38,2
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","xy45319",20815,19082196,12,"S","Y","O","M","D","1","Y",48,3
"29","py39670",22204,14785056,NA,"","","","","","","F",NA,NA
"30","dy26461",7071,13393072,6,"S","N","O","M","","2","F",88,1
"31","qy24320",11705,12900137,12,"S","Y","O","M","","1","M",46,3
"32","jy50845",60654,20125830,NA,"M","","","A","D","2","Y",28,1
"33","ay39210",6907,17705503,12,"S","N","O","S","C","1","Y",38,1
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","wy23355",6855,12556756,NA,"","","","","","","",NA,NA
"37","tx81263",1810,7574970,NA,"","","","","","","",NA,NA
"38","qy27046",2138,13561370,8,"S","Y","O","A","B","3","Y",38,NA
"39","ay26403",20710,10826962,NA,"","","","","","","F",NA,NA
"40","ey30955",1778,14564849,NA,"S","","O","","I","1","",42,NA
"41","uy32246",19104,14814760,8,"M","Y","O","M","A","3","Y",48,2
"42","ay47726",22041,19459803,NA,"","","","B","","3","M",72,1
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","yy43577",2135,18738836,NA,"","","","","","","F",NA,NA
"46","vy37456",21228,17249172,NA,"","","","","","","F",NA,NA
"47","oy35758",6877,15728370,12,"S","Y","O","M","E","1","M",34,2
"48","yy44905",20748,18966936,NA,"","","","","","","F",NA,NA
"49","dy16962",60012,11427488,8,"S","Y","O","S","","3","Y",38,1
"50","kx82564",10709,7741770,NA,"","","","","","","",NA,NA
"51","ey24831",11743,12996572,8,"S","N","O","M","","3","Y",56,NA
"52","jx46085",6002,3439776,5,"S","N","O","M","H","1","M",62,2
"53","sy24837",7932,13005998,NA,"","","","","","","",NA,NA
"54","jx95258",7064,10504770,NA,"","","","","","","",NA,NA
"55","fx97092",20008,10847756,NA,"","","","","","","",NA,NA
"56","cy18250",20165,11735003,NA,"S","","O","","G","1","F",30,NA
"57","ay34390",6492,15455898,NA,"","","","","","","",NA,NA
"58","fy29456",10075,14177060,NA,"","","","","","","Y",NA,NA
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","ay35062",2114,15587003,NA,"","","","","","","",NA,NA
"61","ny43520",1830,18565136,NA,"M","","","","","4","Y",46,3
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","zy50342",60647,19980796,NA,"","","","","","","Y",NA,NA
"65","xy50131",2111,19927262,7,"S","N","O","M","H","1","Y",24,NA
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","py24796",6492,12990496,NA,"","","","","","","M",NA,NA
"68","fy23735",6450,12806198,11,"S","Y","O","M","F","1","F",74,3
"69","ay40251",20018,17952576,NA,"","","","","","","M",NA,NA
"70","ny43056",20723,18619088,NA,"","","","","","","F",NA,NA
"71","qx89097",8854,8665360,8,"S","Y","O","A","C","1","F",36,3
"72","ty35141",1810,13542448,11,"S","Y","O","A","F","1","F",46,3
"73","wy34385",11764,15457498,NA,"","","","","","","",NA,NA
"74","py27463",20005,13714356,NA,"","","","","","","Y",NA,NA
"75","yy34138",7093,15379237,NA,"","","","","","","F",NA,NA
"76","ly34941",2163,15564360,NA,"M","","","","E","1","Y",NA,NA
"77","ax68497",2878,5996830,8,"S","N","O","M","H","1","F",54,1
"78","by30951",2453,14726337,5,"M","","","S","","3","Y",NA,NA
"79","yx89393",10594,8699348,12,"S","Y","O","M","H","3","F",80,1
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","zy35343",10309,15639672,NA,"","","","","","","",NA,NA
"83","fy30071",11554,14537088,NA,"","","","","","","M",NA,NA
"84","vy25696",1568,13200388,6,"S","N","O","M","E","1","Y",50,4
"85","tx66700",60622,5816860,NA,"","","","","","","Y",NA,NA
"86","oy35072",20005,15517349,12,"S","Y","O","M","F","1","F",24,1
"87","sx89297",1845,8685398,7,"S","Y","O","M","H","1","M",34,1
"88","qy27555",6798,13735937,NA,"","","","","","","",NA,NA
"89","by37356",19040,16000448,NA,"S","","","B","B","1","F",64,NA
"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","hy48032",2139,19504848,8,"M","","O","S","B","1","Y",36,2
"93","oy40608",21237,18045637,8,"S","Y","O","M","B","1","F",52,2
"94","py19807",20009,12065636,NA,"M","","","B","","3","F",32,1
"95","jy27371",6360,13099772,NA,"","","","","","","",NA,NA
"96","px94697",6074,10434372,7,"S","Y","O","M","","1","F",30,2
"97","ay23614",60618,12656272,11,"S","Y","O","S","","1","F",56,NA
"98","zy22319",10522,12578496,6,"S","Y","O","S","E","1","M",36,2
"99","zx86802",20002,8300149,NA,"","","","","","","F",NA,NA
"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","sx77537",6511,6363348,NA,"M","","","S","D","1","Y",NA,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","kx87387",11769,8393456,8,"S","Y","O","S","F","1","Y",66,NA
"105","qy35333",2135,15630296,NA,"","","","","","","F",NA,NA
"106","cy51914",11790,20401788,NA,"S","Y","O","S","","1","F",22,NA
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","gy37401",7481,17190736,8,"S","N","O","S","E","1","F",46,2
"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","uy40712",20716,18058988,NA,"","","","","","","",NA,NA
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","ky26017",10591,13057896,NA,"M","","O","S","","3","Y",38,NA
"113","dy49791",22191,19848772,11,"S","","O","S","G","1","Y",28,2
"114","jx43595",21704,3238896,NA,"","","","","","","",NA,NA
"115","uy25927",46254,12349972,NA,"","","","","","","F",NA,NA
"116","wx92148",20833,9807430,12,"S","N","O","M","H","2","F",46,3
"117","ex62468",22315,5027030,11,"M","N","R","S","F","1","Y",56,1
"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","mx95955",11553,10644660,NA,"S","N","O","S","G","1","F",40,3
"121","cx85480",11746,8085848,10,"S","","O","S","","1","F",62,NA
"122","dy50587",2135,20047996,11,"S","Y","O","M","B","1","F",64,NA
"123","ay25977",2446,13150696,13,"M","","R","M","I","1","M",48,2
"124","ty50262",6416,19939503,10,"S","","O","M","","1","Y",40,1
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","ax87844",10530,8459830,NA,"","","","","","","",NA,NA
"127","ry34790",2472,15537270,7,"M","","","S","B","1","Y",58,3
"128","my35198",20009,15612270,NA,"","","","","","","Y",NA,NA
"129","xy34487",2857,15478372,NA,"","","","","","","",NA,NA
"130","oy31012",11435,14738676,NA,"","","","","","","Y",NA,NA
"131","jy21194",20001,12375160,4,"S","","O","S","A","3","F",34,1
"132","fy48290",20889,19543496,NA,"","","","","","","",NA,NA
"133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","ty28651",11722,14105160,NA,"","","","","","","",NA,NA
"135","ty40057",10019,17904036,6,"M","","","S","G","3","Y",32,2
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","jy23204",11215,12719136,NA,"","","","","","","Y",NA,NA
"138","uy47605",2920,19433070,11,"S","","O","M","E","1","Y",32,3
"139","gy48847",21703,19655837,NA,"","","","","","","Y",NA,NA
"140","kx37766",20748,2881737,8,"S","N","O","M","H","2","Y",60,NA
"141","ax61934",11741,4655170,NA,"","","","","","","F",NA,NA
"142","ry34537",2116,15488062,NA,"M","","","","","4","Y",32,1
"143","ey42380",2446,18446037,11,"M","Y","O","M","G","2","Y",30,NA
"144","dy42432",7901,18447249,11,"S","Y","O","A","","1","F",40,NA
"145","iy18857",1569,11841572,NA,"","","","","","","",NA,NA
"146","ay17387",60087,11542730,NA,"","","","","","","",NA,NA
"147","sy43282",10075,18677903,NA,"","","","","","","M",NA,NA
"148","qy31995",60626,14971188,4,"M","","","","","3","Y",82,NA
"149","by45569",2145,19101437,NA,"M","","O","B","G","1","F",38,1
"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","hy32479",11746,14119756,NA,"","","","","","","Y",NA,NA
"153","vx35930",6606,2801770,NA,"","","","","","","M",NA,NA
"154","qy29481",60714,14308496,7,"S","N","O","M","","3","F",40,3
"155","gy23035",22206,12682372,6,"S","Y","O","S","","3","F",30,1
"156","vx30320",6403,2461398,6,"S","N","O","M","G","1","Y",54,1
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","vy31802",6804,14913476,7,"S","Y","O","M","H","2","M",30,1
"159","ty47324",1864,19392949,7,"S","Y","O","S","","3","F",54,2
"160","my21642",60077,12453337,11,"M","","O","M","","1","F",44,NA
"161","cy29806",20008,14337949,NA,"","","","","","","Y",NA,NA
"162","ry47780",2035,19460537,6,"S","N","O","S","G","1","Y",60,1
"163","iy41359",60640,18184770,NA,"","","","","","","F",NA,NA
"164","ay42736",7701,18537148,12,"S","N","O","M","","1","Y",58,2
"165","ty27385",60614,13681796,11,"S","N","O","M","F","2","M",54,3
"166","sy30061",11946,14539356,NA,"","","","","","","M",NA,NA
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","bx57339",60130,4710748,NA,"","","","","","","M",NA,NA
"169","gy25959",60640,13276870,4,"M","","O","S","E","1","F",36,2
"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","ny48047",6851,19509436,NA,"","","","","","","Y",NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","hx59333",1752,4907248,8,"S","N","O","M","H","1","Y",46,1
"174","sy48482",6511,19579256,NA,"M","","","B","D","3","Y",70,2
"175","ry47054",10538,19354162,11,"M","Y","O","M","","3","F",24,NA
"176","xy21235",2860,9252230,NA,"","","","","","","Y",NA,NA
"177","vx84070",8527,7910756,12,"S","N","O","M","F","1","F",46,2
"178","oy25641",2215,13164798,NA,"S","","","B","","3","Y",36,NA
"179","qy48363",46217,19551849,NA,"S","","","B","B","2","F",28,NA
"180","ty51786",11572,14925498,12,"S","N","O","S","F","1","F",40,1
"181","ay28367",6416,14020836,11,"S","Y","O","S","","1","Y",36,1
"182","cy29075",8008,14232156,NA,"","","","","","","",NA,NA
"183","oy48966",22033,8963856,13,"S","Y","O","M","H","1","F",48,2
"184","by34043",60201,15206270,10,"S","Y","O","M","A","2","F",56,2
"185","by40166",20735,17932970,NA,"","","","","","","F",NA,NA
"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","sy43371",2110,18696076,13,"M","Y","O","M","F","3","F",48,2
"188","ry44053",6708,18842403,7,"S","","O","S","","2","M",38,3
"189","ty31636",6410,14886798,NA,"","","","","","","",NA,NA
"190","cx96812",10707,10794772,NA,"M","","","","","3","Y",26,1
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","xy40893",60435,18103736,NA,"","","","","","","F",NA,NA
"193","hy36077",7731,15847756,12,"S","N","O","M","G","1","Y",56,3
"194","ky44316",10570,18882130,13,"S","N","O","M","F","3","M",66,3
"195","iy26606",2163,13457460,NA,"M","","","","","3","Y",NA,NA
"196","ty37489",6830,17260237,NA,"","","","","","","",NA,NA
"197","jy50806",11967,20112760,4,"S","Y","O","M","","1","F",76,2
"198","xy51386",11801,20259603,NA,"","","","","","","",NA,NA
"199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","jy42548",11417,18489803,NA,"","","","","","","",NA,NA
"202","ix98459",2130,11096636,8,"S","N","O","S","G","1","F",56,3
"203","gy42670",60525,18510996,12,"S","Y","O","S","B","2","Y",58,NA
"204","ix59158",11716,4888137,NA,"M","","","B","","3","Y",26,NA
"205","dy28037",21210,13926148,NA,"","","","","","","Y",NA,NA
"206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","ny45765",53204,19147449,NA,"","","","","","","F",NA,NA
"208","iy23765",6770,12810362,7,"S","N","O","M","C","1","M",54,1
"209","dy29698",10024,13755056,NA,"","","","","","","Y",NA,NA
"210","ay38702",2132,17565449,NA,"","","","","","","",NA,NA
"211","iy37935",7080,15557988,11,"S","N","O","M","E","1","F",48,1
"212","lx71577",11704,6359870,NA,"","","","","","","",NA,NA
"213","yy49265",60640,19740998,7,"M","Y","O","","","1","Y",32,1
"214","sx82429",21234,7725276,NA,"S","","O","S","E","1","M",38,1
"215","py35718",2152,15710649,6,"S","Y","","S","","4","F",28,1
"216","ey41063",2476,17715849,8,"S","","O","M","B","1","Y",36,3
"217","xx67567",20872,5905198,11,"S","Y","O","M","G","1","F",44,2
"218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","dy47231",8873,19373656,6,"S","N","O","M","","1","M",74,1
"220","dy48336",6840,19546236,13,"S","N","O","M","H","1","F",42,2
"221","qy28216",2835,13973876,6,"S","N","O","M","G","1","F",36,2
"222","ly23450",60660,12752962,NA,"M","","","B","","3","M",30,2
"223","ax93827",20109,10248372,NA,"","","","","","","",NA,NA
"224","ey41452",7756,18200549,11,"S","N","O","M","H","1","F",68,3
"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","uy28500",1832,14050598,4,"M","","O","S","E","3","Y",36,2
"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","by48650",60513,19617162,4,"S","N","O","S","E","2","M",56,1
"230","ey26316",2113,13365937,5,"M","Y","O","S","C","3","F",38,NA
"231","ix69152",7928,6064062,13,"S","Y","O","M","I","1","F",46,2
"232","dy40401",2472,17989098,NA,"","","","","","","",NA,NA
"233","sy48902",1922,13552870,6,"S","","","S","G","1","M",34,2
"234","ty34095",2186,15398136,11,"S","Y","O","A","H","2","F",42,2
"235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","zx66958",22101,5846398,13,"S","N","O","M","E","1","M",52,2
"237","wy40406",11215,17959560,12,"S","Y","O","M","H","1","M",36,2
"238","xy51195",19111,20211648,7,"S","N","O","M","E","3","M",56,NA
"239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","xy32052",2906,14989948,11,"S","Y","","S","F","1","F",NA,NA
"241","py34649",10314,12985948,11,"S","Y","O","M","H","3","M",42,2
"242","xy46850",60154,19116298,7,"S","Y","O","M","G","2","F",60,3
"243","zy23211",2903,12716560,NA,"","","","","","","",NA,NA
"244","oy37456",20036,17248703,NA,"","","","","","","Y",NA,NA
"245","zx98393",22310,11137303,8,"M","N","R","S","","1","Y",46,1
"246","px34085",6457,2689288,8,"S","","O","B","","3","Y",34,1
"247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","lx63252",20715,5383498,11,"S","N","O","M","H","1","M",60,1
"249","vy19298",11566,11952230,8,"S","N","O","M","E","2","F",66,2
"250","cy32046",20878,14986698,8,"S","Y","O","S","H","2","F",36,3
"251","fy52272",7871,20482156,NA,"","","","","","","Y",NA,NA
"252","cx81867",11030,7601962,NA,"","","","","","","",NA,NA
"253","oy45078",60478,19036160,NA,"","","","","","","M",NA,NA
"254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","ly38561",22182,17534537,1,"S","N","O","M","B","1","F",38,3
"256","jy40946",2908,17713498,5,"S","Y","O","S","H","1","F",48,1
"257","ox88688",60622,8599876,NA,"M","","","B","","1","Y",NA,NA
"258","my24901",60613,13015437,NA,"","","","","","","",NA,NA
"259","hy44330",7704,18881970,NA,"","","","","","","",NA,NA
"260","ox91423",20817,8901630,NA,"","","","","","","F",NA,NA
"261","my32998",60201,15187060,NA,"","","","","","","M",NA,NA
"262","by38546",1906,17456372,4,"S","","O","S","","3","F",32,1
"263","vy27663",60616,13247237,4,"M","Y","O","M","H","1","Y",40,3
"264","rx43767",22030,3259272,NA,"S","","","","","3","M",NA,NA
"265","gy44551",2127,18937503,NA,"","","","","","","",NA,NA
"266","dy31651",6437,14894288,10,"S","Y","O","S","C","2","Y",18,NA
"267","px57697",6615,4742098,NA,"","","","","","","",NA,NA
"268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","yy50170",11566,19940956,10,"S","N","O","M","A","2","Y",54,2
"270","fx69707",11782,5545956,12,"S","Y","O","M","E","1","M",44,1
"271","by26250",8755,8208156,6,"S","Y","O","S","F","1","Y",54,1
"272","qy30117",2330,14534448,8,"S","N","O","M","B","2","Y",58,2
"273","sy21496",60622,10458549,NA,"M","","","B","H","4","Y",30,2
"274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","ay30149",60045,14551956,12,"S","N","O","S","F","1","Y",44,3
"276","my35880",7444,15774330,NA,"","","","","","","M",NA,NA
"277","uy37398",53211,17220498,NA,"M","","","","","3","Y",NA,3
"278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","fx94841",2474,8583962,NA,"","","","","","","",NA,NA
"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","iy25365",11694,13099256,NA,"","","","","","","",NA,NA
"282","ky37345",2453,17205360,NA,"","","","","","","",NA,NA
"283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","oy49051",11020,19691098,12,"S","Y","O","S","","1","M",40,2
"285","uy50677",7626,19299198,8,"S","N","O","M","G","1","F",50,4
"286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","cx71158",8648,5942448,NA,"","","","","","","F",NA,NA
"288","px94110",20854,10314996,12,"S","Y","O","M","E","1","F",46,2
"289","vy25486",1951,13096788,4,"M","","O","A","H","3","F",64,NA
"290","ty47477",60304,19412449,6,"S","Y","O","S","A","2","F",26,2
"291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","oy35095",19056,15590530,8,"S","Y","O","M","G","1","M",58,1
"293","cy39536",11954,17774360,NA,"","","","","","","",NA,NA
"294","tx23126",22315,2123970,NA,"S","N","O","S","D","1","M",50,2
"295","jy30673",2125,14657996,8,"S","Y","O","M","F","2","Y",54,2
"296","dx73102",53150,5582503,NA,"","","","","","","",NA,NA
"297","ly20645",2128,12249803,8,"S","Y","O","S","E","5","Y",NA,NA
"298","iy47782",2129,19467072,NA,"M","","O","B","F","5","Y",34,NA
"299","sy45195",8753,19053096,NA,"","","","","","","",NA,NA
"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","qx75067",6457,6570030,NA,"S","","","","","3","F",NA,NA
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","dx81559",10512,7386956,13,"S","Y","O","M","A","1","M",86,2
"304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","cy21053",2860,12343503,11,"M","Y","O","M","D","1","F",24,NA
"306","ky27635",20110,13759130,11,"S","N","O","M","G","1","Y",54,2
"307","zx51622",2144,3985672,7,"S","","O","M","H","1","M",42,NA
"308","gy35973",46040,15814676,5,"S","Y","O","M","A","1","F",32,2
"309","xy34252",19083,15434170,5,"S","Y","O","M","H","2","Y",46,2
"310","xy28652",2118,14065876,NA,"","","","","","","Y",NA,NA
"311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","ny27380",60102,13678760,4,"M","","O","S","F","1","F",32,3
"313","by29950",10920,14492562,11,"S","Y","O","S","F","1","F",36,3
"314","vy28700",60611,14093356,NA,"","","","","","","",NA,NA
"315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","sx96908",20009,7755530,NA,"","","","","","","",NA,NA
"318","ey47100",10065,19355688,10,"M","Y","O","S","D","4","M",46,2
"319","ax96882",20008,10713470,NA,"M","","O","B","D","3","Y",82,NA
"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","ty30457",60611,14602988,NA,"","","","","","","Y",NA,NA
"323","py21191",7603,12371737,NA,"S","","","B","","1","M",32,2
"324","wy32230",60077,15026772,11,"M","","O","S","","3","M",66,3
"325","ny44576",2888,18944296,5,"S","","O","S","","1","F",52,3
"326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","ky40565",10314,17906537,8,"S","","O","M","G","1","M",32,2
"328","ax85708",20004,8125160,11,"M","N","","M","H","3","M",52,2
"329","by39771",6790,9164048,8,"S","N","O","M","B","1","M",48,1
"330","py20871",7726,12202388,NA,"","","","","","","Y",NA,NA
"331","hy51367",8723,20259596,5,"S","Y","O","S","F","1","Y",28,NA
"332","ey51821",2113,20373862,11,"M","Y","O","M","C","1","F",52,3
"333","my43908",2129,18784360,12,"S","N","O","S","","2","Y",58,2
"334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","by35081",7644,15528936,5,"S","N","O","M","F","2","M",56,1
"336","ey32481",19064,15067649,8,"S","Y","O","M","F","1","F",42,2
"337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","vx42327",60035,3051172,12,"M","Y","O","S","F","4","M",62,2
"339","px70710",11746,6259136,12,"S","N","O","M","H","2","F",62,3
"340","yy50731",10006,20063176,12,"S","N","O","M","F","1","Y",62,2
"341","dy42915",11758,18582596,8,"S","N","O","A","H","1","M",28,1
"342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","oy48478",2703,19575472,6,"M","Y","O","S","","4","F",38,1
"344","nx89981",11937,8775298,13,"S","Y","O","M","G","1","F",44,2
"345","sy37443",7008,17242276,NA,"S","","","B","","3","Y",48,NA
"346","ax90864",2143,8850476,6,"M","N","O","S","","1","M",60,1
"347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","py39351",60445,17728398,6,"S","N","O","M","E","1","Y",58,2
"349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","ty34904",10011,15534576,NA,"","","","","","","M",NA,NA
"353","py31151",19083,14778798,8,"S","N","O","A","E","1","M",40,3
"354","ry22599",21030,12610888,12,"S","N","O","M","","1","M",50,2
"355","ly38801",60439,17601237,11,"S","Y","O","S","B","1","Y",42,1
"356","ey22148",20850,12546648,12,"S","N","O","M","H","2","Y",64,3
"357","dy32145",2460,13173898,10,"S","","","S","H","3","Y",40,2
"358","ny40913",21230,18105860,6,"S","Y","O","M","F","1","F",34,1
"359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","sy31090",60202,14755788,NA,"M","","O","M","H","2","F",36,3
"361","py30866",6901,14388536,NA,"","","","","","","Y",NA,NA
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","my29667",8753,14293137,7,"S","N","O","M","E","1","F",40,2
"364","uy39022",7002,17627862,NA,"","","","","","","M",NA,NA
"365","fy33597",60640,15319460,11,"M","","","B","","1","M",82,NA
"366","cy36313",11733,15535103,10,"S","Y","O","A","H","2","M",48,1
"367","gy44404",7302,18900030,NA,"M","","","","E","1","Y",NA,NA
"368","wx69707",11423,6072436,NA,"","","","","","","M",NA,NA
"369","sy52125",2169,20441698,2,"M","","","S","","5","Y",34,2
"370","ax95242",11421,10501598,NA,"","","","","","","",NA,NA
"371","yx78664",11963,7162056,NA,"","","","","","","M",NA,NA
"372","jy45976",19348,19180248,8,"S","","O","S","","1","M",86,1
"373","ky19881",8831,12083262,5,"S","N","O","M","","2","M",92,2
"374","yy47945",11365,19488536,NA,"","","","","","","",NA,NA
"375","yy50721",2780,20086372,7,"S","N","O","M","C","1","F",40,2
"376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","rx05846",10709,1089562,12,"S","Y","O","M","E","1","Y",60,3
"380","zx61941",2132,5226462,NA,"","","","","","","F",NA,NA
"381","fx45927",20001,3494176,NA,"","","","","","","",NA,NA
"382","jy50136",6451,19926398,5,"S","N","O","M","E","3","M",56,1
"383","mx76520",20011,6938762,11,"M","Y","O","A","E","3","F",34,1
